name,gender
Michel Blanc,m
Lim Jin-gyu,m
Yarrow Cheney,m
Gillian Hawser,f
Bob Ziembicki,m
Marion Dougherty,f
Julie Goldstein,f
Georges Delerue,m
Gareth Edwards,m
Lisa Zeno Churgin,f
Jeff Draheim,m
Steven Rosenblum,m
Denise Nolan Cascino,f
Kurt Johnstad,m
Michael Curtiz,m
Jeff Lowell,m
Evan Astrowsky,m
Danny Lerner,m
James Newton Howard,m
David Jones,m
Werner Herzog,m
John Powell,m
J. Dennis Washington,m
Jacob Craycroft,m
Paul Weitz,m
Clayton Townsend,m
George James Hopkins,m
Daniel Dubiecki,m
Robert Shaye,m
Mary Jo Markey,f
Joe Cornish,m
Rick Carter,m
Nick Lathouris,m
Jim Harrison,m
Mathias Neumann,m
Wendy Chuck,f
Eric Kissack,m
Ben Lovett,m
Bruce Woloshyn,m
Lynn Reinstein,f
Shane Carruth,m
Pamela B. Warner,f
Nicolas Altmeyer,m
Tarsem Singh,m
Darryl Quarles,m
Ernest Gold,m
Mark Helfrich,m
Andrew Sugerman,m
Jon Gary Steele,m
Andrew McAlpine,m
Gurinder Chadha,f
Jim Abrahams,m
Christine Langan,f
Mary Vernieu,f
Nancy Bishop,f
Cecil F. Ford,m
Harold Fletcher,m
Paul Giovanni,m
Jessie Nelson,f
Haylie Duff,f
Steve Perry,m
Stephen H. Burum,m
Michael Showalter,m
Michael Goetz,m
Greg Hayden,m
Pedro Almodóvar,m
Ferzan Özpetek,m
Brian May,m
Ryûhei Kitamura,m
Marcia Ross,f
Ulrich Seidl,m
Philippe Rombi,m
Chris Butler,m
Durinda Wood,f
Roland Topor,m
Michael Fimognari,m
Sue Bea Montgomery,f
Peter Berg,m
Josh Ethier,m
Frank Marshall,m
J.J. Makaro,m
David E. Stone,m
David J. Bomba,m
Steven Poster,m
Lianne Halfon,f
Xavier Dolan,m
Stuart Rose,m
Tommy Lee Jones,m
Jerry Goldsmith,m
Shinya Tsukamoto,m
Brad Krevoy,m
Peter Bucossi,m
Alan Cassie,m
Francesca Roberti,f
Gail Katz,f
I. A. L. Diamond,m
Kristina Hetherington,f
Armyan Bernstein,m
Adam Greenberg,m
Steve Shagan,m
Neil Farrell,m
Mark Steven Johnson,m
Niv Fichman,m
Shawn Wayans,m
Vittorio De Sica,m
Tommy Wirkola,m
Michael Ireland,m
David F. Klassen,m
Christophe Beck,m
William Goldman,m
Lloyd Ahern II,m
Philippe Sarde,m
John Landis,m
J.A.C. Redford,m
Joel Silver,m
Letty Aronson,f
Kevin Feige,m
James Horner,m
George Huang,m
Karen Elliott,f
Rhonda Tollefson,f
Duncan Henderson,m
Cheryl Marion,f
David Barron,m
Joel Cohen,m
Spike Lee,m
Curtiss Clayton,m
James Gunn,m
Alex Winter,m
J.D. Shapiro,m
Hugh Jackman,m
Don D. Scott,m
Jeremy Walters,m
William Green,m
Alex McDowell,m
Paul Haslinger,m
Andrew Stanton,m
Bora Dağtekin,m
Dede Gardner,f
Andrew Form,m
Francine Maisler,f
Sam Raimi,m
Shawn Levy,m
Joseph Drake,m
George P. Cosmatos,m
Alan Gilmore,m
Tricia Wood,f
L.B. Abbott,m
Tony Lombardo,m
Reggie Rock Bythewood,m
Avi Arad,m
Tim Bevan,m
Charles Band,m
Clint Eastwood,m
Harvey Harrison,m
Brian Burns,m
Michael Grais,m
Francis Veber,m
Stephen Hamel,m
Michael Gore,m
Scott Neustadter,m
Charles Vidor,m
Angelo Badalamenti,m
Elizabeth McBride,f
Tim Johnson,m
Robert D. Yeoman,m
Elizabeth Chandler,f
Jeffrey A. Mueller,m
Brent Goldberg,m
William Yeh,m
Jerry Bruckheimer,m
Drake Doremus,m
Paul Haggis,m
F. Keogh Gleason,m
Steve Yedlin,m
Emma Thomas,f
Kathleen Rowell,f
Lorenzo Senatore,m
John Morrissey,m
Mark Stevens,m
Jenny Eagan,f
Harvey Rosenstock,m
Susan Arnold,f
Debra Martin Chase,f
Rick Alvarez,m
Jon Harris,m
tomandandy,m
Nick Wechsler,m
Donald Ogden Stewart,m
Robert N. Fried,m
Sam Harper,m
Mick Audsley,m
Leonard Goldberg,m
Marc S. Fischer,m
Brad Pitt,m
William D. Wittliff,m
Stephen Mirrione,m
Kevin Hooks,m
David Brown,m
Polly Morgan,f
Simon Kinberg,m
Mark Irwin,m
Pam Dixon,f
Tim Maurice-Jones,m
Hervé Schneid,m
Barry Sonnenfeld,m
Trevor Rabin,m
Barbara Dunphy,f
Darrin Navarro,m
Luis San Narciso,m
Marina Morris,f
Volker Schlöndorff,m
Andrea Arnold,f
Margaret South,f
John Bailey,m
Simon Halfon,m
Tom Holland,m
Stacie McKinnon,f
Frédéric Thoraval,m
Gerald B. Greenberg,m
Deborah Aquila,f
Freeman A. Davies,m
Elizabeth Avellan,f
Nagisa Ōshima,m
Brad Luff,m
Bruno Rubeo,m
Timothy Wayne Peternel,m
Brandon Rosser,m
Edward Warschilka,m
Daniel Melnick,m
Mark Isham,m
Sylvester Stallone,m
Ludwig Göransson,m
Lawrence D. Cohen,m
Kim Sang-beom,m
Sylvain White,m
Randall Emmett,m
Evgenia Peretz,f
Ashutosh Gowariker,m
Colin Trevorrow,m
Christophe Beck,m
Craig Schulz,m
Gene Kirkwood,m
Lilly Kilvert,f
Takashi Shimizu,m
Paul Trijbits,m
Jane Jenkins,f
Steve Mirkovich,m
Cynthia L. Chapman,f
Leo Davis,f
Jennifer Ricchiazzi,f
Alex Wurman,m
Broderick Johnson,m
Jaki Brown,f
Andreas Grosch,m
Fatih Akin,m
Sarah Katzman,f
Eugen Schüfftan,m
Frank Reynolds,m
Deborah Aquila,f
David T. Friendly,m
Mark Putnam,m
Richard Holland,m
Christopher White,m
Susan Kessel,f
Doug Davison,m
Takeshi Kitano,m
Jörgen Persson,m
Rockne S. O'Bannon,m
Hideaki Anno,m
Basil Iwanyk,m
Nelson Coates,m
Consolata Boyle,f
Simon Channing Williams,m
Derek Rogers,m
Lisa Coleman,f
Steve Golin,m
Pasquale Buba,m
Gerald B. Greenberg,m
Aaron Schneider,m
Luc Besson,m
Dean DeBlois,m
Kramer Morgenthau,m
Takafumi Watanabe,m
Gérard Brach,m
Don D. Scott,m
Chuck Russell,m
Jon Peters,m
Leslie Dixon,f
Bruce Joel Rubin,m
Marcia Ross,f
Ted Moore,m
André Hunebelle,m
Elizabeth Destro,f
Johnnie To,m
Jennings Lang,m
Scott Spiegel,m
Milt Kahl,m
John Hyams,m
Steve Rosse,m
Sarah Finn,f
Henry De Vere Stacpoole,m
Simon Pegg,m
Stephen J. Cannell,m
Patrick Clayton,m
John Vallone,m
David Tattersall,m
Alex Rodríguez,m
Don Hall,m
Kirk D'Amico,m
Dario Argento,m
Michael Grais,m
Michelle Matland,f
Ichiro Okouchi,m
Elizabeth Banks,f
Jon Danniells,m
Joe Mulherin,m
Gordon Willis,m
Hans F. Koenekamp,m
Gavin O'Connor,m
Christophe Beck,m
Tony Gilroy,m
Steve Golin,m
Mathilde Bonnefoy,f
Robert Graf,m
Chris Lebenzon,m
Stephanie Gorin,f
Robert Lorenz,m
Jason Mantzoukas,m
Mark Frost,m
Pamela Withers,f
Joel Silver,m
Michael Barnathan,m
Menno Meyjes,m
Joseph M. Caracciolo,m
Jeffrey Hornaday,m
Charles H. Joffe,m
Roman Coppola,m
Julie Monroe,f
Mary Cybulski,f
John Debney,m
Edward D. Wood Jr.,m
Andrew Laszlo,m
Jeremy Conway,m
Howard E. Smith,m
Donald E. Thorin,m
Michael Chandler,m
Mateo Gil,m
Caleb Deschanel,m
Sue Baden-Powell,f
Jackie Chan,m
Tom Cruise,m
James Newton Howard,m
Joseph Middleton,m
Jim Marrs,m
George Hickenlooper,m
Jenette Kahn,f
John Powell,m
Steve Hardie,m
Carl Proctor,m
Takeshi Seyama,m
Susan E. Morse,f
Michele Clapton,f
Xavier Marchand,m
Stan Lee,m
Chip Johannessen,m
Lisa Wolofsky,f
Maksa Catovic,m
Franz Planer,m
Matthew Barry,m
Paola Cortellesi,f
Adam Sandler,m
Rudi Fehr,m
Jean-Jacques Annaud,m
Fede Alvarez,m
Marc Butan,m
Ice Cube,m
Cathy Sandrich,f
Thomas E. Sanders,m
Justin Bursch,m
Bob Clark,m
Barry Sonnenfeld,m
Tessa Ross,f
Priscilla Nedd-Friendly,f
Mark Mothersbaugh,m
Daniel B. Clancy,m
Vilmos Zsigmond,m
Christophe Beck,m
Joshua Astrachan,m
Hayden Schlossberg,m
Sidney Lumet,m
Stephen Goldblatt,m
April Webster,f
Charles H. Joffe,m
Kim Roth,f
Luc Barnier,m
Sharon Watt,f
Teresa Moneo,f
Joe Delia,m
Jack Martin Smith,m
John Buchan,m
Stephen A. Rotter,m
Christophe Beck,m
Frank Thomas,m
Michael Tronick,m
James R. Symons,m
Simon Beaufoy,m
Mike Frankovich,m
James Dodson,m
Jean-Pierre Jeunet,m
Louis Venosta,m
Akira Kurosawa,m
Jim Lovell,m
Paul Tothill,m
Alicia Keywan,f
Alison Barrett,f
Terry Stacey,m
Deborah Kaplan,f
Jim Mallon,m
Henri-Georges Clouzot,m
Edward Plumb,m
Akiva Goldsman,m
Robert Burks,m
Richard H. Kline,m
Martin Hunter,m
John H. Anderson,m
Jim Jarmusch,m
Mel Bourne,m
Saul Zaentz,m
Elizabeth Karlsen,f
Scott Chestnut,m
Tom Shadyac,m
Burnett Guffey,m
Marc Koninckx,m
Elmer Bernstein,m
Jason Ballantine,m
Luc Besson,m
Dan Fogelman,m
Scott Silver,m
Julie Richardson,f
Stan Wlodkowski,m
Russell Mulcahy,m
Curtiss Clayton,m
Michael Ferris,m
Steve Bencich,m
Jack Epps Jr.,m
Eve Stewart,f
Yôji Yamada,m
Monty Westmore,m
Menahem Golan,m
Harvey Weinstein,m
John Ford,m
Russell Carpenter,m
Kurt Wimmer,m
Andy Pryor,m
Mary Kirkland,f
Lilian Lee,f
Alexandre Desplat,m
Tom Rosenberg,m
Gérard Moulévrier,m
Tony Fanning,m
Stefan Czapsky,m
Richard A. Harris,m
Simon Pegg,m
Jay Chandrasekhar,m
Jay Oliva,m
Martha De Laurentiis,f
Diane Miller Levin,f
Mimi Leder,f
Stan Lee,m
Walter F. Parkes,m
Kerry Barden,m
Aaron Kaplan,m
Henry Jackman,m
Elizabeth Coulon,f
Jane Alderman,f
Bonnie Timmermann,f
Scott Stuber,m
Bill Carraro,m
Cheech Marin,m
Joan Tewkesbury,f
Mikael Salomon,m
Mark Canton,m
Antonio Pinto,m
Pamela Alch,f
Larry Wilson,m
Judy Rhee,f
Michael Cowan,m
Herman Bing,m
Quentin Tarantino,m
James Mangold,m
Justin Chadwick,m
Amanda Silver,f
Joseph Gordon-Levitt,m
Gina Prince-Bythewood,f
Ehren Kruger,m
Jean Rabier,m
Mario Puzo,m
Alec Hammond,m
Andrew Mondshein,m
Shaheen Baig,f
Suzanne Todd,f
Ronald Neame,m
Marcus Rowland,m
Leora Barish,m
James E. Newcom,m
Sabrina Wright-Gilliar,f
Sam Benson,m
Shane Valentino,m
Christopher Nolan,m
Robert Shaye,m
Jovanka Vuckovic,f
Sanja Milkovic Hays,f
Freddie Williamson,m
Barbara Tulliver,f
Juliet Taylor,f
Peter Murton,m
Mark Garner,m
Nina Gold,f
Todd Black,m
Ramin Djawadi,m
Dan Wallin,m
Sacha Gervasi,m
Nicole Kidman,f
Kôji Endô,m
Letty Aronson,f
Hal B. Wallis,m
Hubert Taczanowski,m
Armando Gutiérrez,m
Jackie Chan,m
Priscilla Elliott,f
Bob Yari,m
Adi Shankar,m
Nancy Nayor,f
Roberto Rossellini,m
Grant Hill,m
Judd Apatow,m
Kevin Greutert,m
Carl Foreman,m
Hans Zimmer,m
Deborah Lurie,f
Kevin Rodney Sullivan,m
Peter Nicolakakos,m
Julian Mackintosh,m
S.S. Rajamouli,m
Tommy Wai,m
Paul Haslinger,m
Stephen Mirrione,m
Dan Povenmire,m
John Stockwell,m
Steven Brill,m
Tooru Hara,m
Marlene Stewart,f
John R. Leonetti,m
Paul Breuls,m
Ron Howard,m
Jon Avnet,m
Nimród Antal,m
Danny Elfman,m
Steven Spielberg,m
Hugues Tissandier,m
Jonathan Gordon,m
Christopher Young,m
Thom Mount,m
Louise Frogley,f
Mike Binder,m
Simon Blackwell,m
Victoria Thomas,f
Walter F. Parkes,m
Bob Brown,m
Lisa Stewart,f
James Newton Howard,m
Tony Pierce-Roberts,m
Patrick Williams,m
Ron Howard,m
David Watkin,m
Péter Wolf,m
Alejandro González Iñárritu,m
Peter Suschitzky,m
Pitof,m
Carolyn McLeod,f
Jan de Bont,m
Jeff Nathanson,m
Saunder Jurriaans,m
Norman Reynolds,m
Barbara Munch,f
Scott Moore,m
Andrew Lowe,m
Frank Darabont,m
Brian Koppelman,m
Steve McQueen,m
Robby Müller,m
Danny Elfman,m
Richard Curtis,m
Ross Fanger,m
Theodore Shapiro,m
Ivan Strasburg,m
Lee Percy,m
Joseph C. Nemec III,m
Anthony Cowley,m
Seth Gordon,m
Denise Chamian,f
"Stuart Reynolds ",m
David Lynch,m
Cary Elwes,m
Daniel Scharf,m
Billy Weber,m
Haskell Wexler,m
J.J. Abrams,m
Peter Guber,m
Dino De Laurentiis,m
Roger Bondelli,m
Roger Bondelli,m
Fletcher Markle,m
Bill Corso,m
Thelma Schoonmaker,f
David Siegel,m
Carolyn McLeod,f
Robert Alonzo,m
Marco Beltrami,m
Paul McCartney,m
Jon Lucas,m
Michael Simmonds,m
Andreas Grosch,m
Tak Fujimoto,m
Jeffrey M. Howard,m
Jean-Marc Vallée,m
Fatih Akin,m
Alexa L. Fogel,f
Ricky Gervais,m
Thomas Newman,m
Russell Boyd,m
Andrzej Bartkowiak,m
Kim Dawson,f
Alexandre Trauner,m
Marcus D'Arcy,m
Paul Seydor,m
Nancy Haigh,f
Damian Jones,m
Vin Diesel,m
Donald J. Malouf,m
Roger Birnbaum,m
James Nelson,m
John Pasquin,m
John Gilroy,m
Ben Falcone,m
Harry Gregson-Williams,m
Jean-Pierre Dardenne,m
Nick Cassavetes,m
Meghan C. Rogers,f
Kevin Barnett,m
Tim Burton,m
Santo Loquasto,m
Deborah Del Prete,f
Mychael Danna,m
Lizzy Gardiner,f
Don Rhymer,m
Lawrence Kasdan,m
Michael Bay,m
Ladislas Farago,m
Todd Berger,m
George A. Romero,m
Peter S. Larkin,m
Eddie Hamilton,m
David Brenner,m
Bruce Broughton,m
John Frizzell,m
Dorothy Berwin,f
Luke Scott,m
Michael Almog,m
Joseph C. Nemec III,m
Robert L. Levy,m
Ed Solomon,m
Nancy Nayor,f
Liza Chasin,f
Guy Thomajan,m
Tony Munafo,m
Victor Kempster,m
Joel Coen,m
Ted Moore,m
Gary Winick,m
Jay-Z,m
Ethan Reiff,m
William S. Beasley,m
Joel Edgerton,m
Jan A.P. Kaczmarek,m
Ray Bradbury,m
Mark Hellinger,m
Christian Duguay,m
Jay Oliva,m
Bojan Bazelli,m
Renaud,m
Zoë Lund,f
Steven Spielberg,m
Mark Bridges,m
Allison Burnett,m
David B. Householter,m
Allan Niblo,m
Edward Warschilka,m
Christopher S. Capp,m
Luca Guadagnino,m
Steve Purcell,m
Anthony Scott,m
Eric Altmayer,m
John Woo,m
Keith Merryman,m
Samuel Hadida,m
Jonathan Perera,m
Deborah Aquila,f
François Ozon,m
Jon Gary Steele,m
Adam Shankman,m
Jeremy Zimmermann,m
Sarah Katzman,f
Andrei Tarkovsky,m
Vittorio Storaro,m
Roger Pratt,m
Sidney Kimmel,m
James L. Brooks,m
Steve Mirkovich,m
Michael Winner,m
Perry Andelin Blake,m
Luciano Volpato,m
Diane Durant,f
Jina Jay,f
Oliver Stapleton,m
Vernon Layton,m
Bob Yari,m
Adam Schroeder,m
Pierre Guffroy,m
Peck Prior,m
Daniel C. McFadden,m
William Steig,m
Virginia Katz,f
Linda McDonough,f
Roger Injarusorn,m
Hilary Bevan Jones,f
Richard Curtis,m
Trevor Short,m
Douglas Soesbe,m
Fritz Müller-Scherz,m
Lee Mo-gae,m
Peter Lyons Collister,m
Stu Linder,m
Donna Gigliotti,f
Thomas Newman,m
Stuart Gordon,m
Lars von Trier,m
Juel Bestrop,f
Siddharth Anand,m
Eva Kroll,f
Elizabeth Wilcox,f
Simon West,m
Richard Pearson,m
Neill Blomkamp,m
David Simkins,m
Eric A. Sears,m
Michel Legrand,m
Rolfe Kent,m
Frank Oz,m
Makoto Shinkai,m
Jerry Belson,m
James Atherton,m
Steve Starkey,m
Nicki Gardiner,f
Ari Folman,m
John Carpenter,m
Judi Townsend,f
Michael LeSieur,m
Alan Parker,m
Jude Law,m
John B. Goodman,m
Reinhold Heil,m
Manny Siverio,m
Frank McCoy,m
Paul Marquardt,m
Ayub Khan-Din,m
Susan E. Morse,f
Roberto Benigni,m
David Waters,m
Carmen Cuba,f
Robert Siodmak,m
Tim Suhrstedt,m
Eric Altmeyer,m
Florian Henckel von Donnersmarck,m
Dean Devlin,m
Aaron Guzikowski,m
Gideon Ponte,m
Simona Paggi,f
Gail Lyon,f
Lisa Rinzler,f
Beverley Wowchuk,f
Dana Goldberg,f
Claudia Moross,f
Douglas Shearer,m
Joss Whedon,m
Stephen Chbosky,m
Joseph Litsch,m
Douglas Slocombe,m
Michael Kamen,m
Dennis M. Hill,m
David Diamond,m
Roger Bondelli,m
Ngila Dickson,f
Beatrix Aruna Pasztor,f
Nicholas Beauman,m
Michael Hothorn,m
Amy Wells,f
David Holmes,m
Betsy Heimann,f
Kathryn Bigelow,f
Robert De Niro,m
Peter Laird,m
Larry Gross,m
Mark Ryan,m
Steve Gehrke,m
Chris Cornwell,m
Jennie Lew Tugend,f
Ferris Webster,m
Matthew Ryan Hoge,m
Jessica Elbaum,f
Tom McLoughlin,m
Cecilia Verardi,f
Darren Michaels,m
Jeff Danna,m
Bob Wyman,m
Claude Héroux,m
Robert C. Jones,m
Alexandre Mnouchkine,m
Hugo Luczyc-Wyhowski,m
Ron Moler,m
Bruce Smeaton,m
Normand Corbeil,m
Mark Duplass,m
Lukas Ettlin,m
John Hughes,m
Emma Thomas,f
Brent White,m
Paul Freeman,m
Karim Hussain,m
Priscilla John,f
Celia D. Costas,f
Kim McCraw,f
Rosemary Brandenburg,f
John Malkovich,m
Paul C. Babin,m
Stuart Gordon,m
Jim Miller,m
John W. Hyde,m
Penny Perry,f
Ethan Coen,m
Bear McCreary,m
Raphael Bretton,m
John de Borman,m
Robert Simonds,m
Christopher Tellefsen,m
Herbert Westbrook,m
Gregg Hoffman,m
Lillian Pyles,f
Keiichi Sato,m
Jane Feinberg,f
Leslie Jones,f
Philip G. Epstein,m
Sam Taylor-Johnson,f
Rachel Portman,f
Christina Smith,f
Carlo Rustichelli,m
Bruce Surtees,m
Bill Johnson,m
Brian Taylor,m
Jerry Trent,m
Tony Bill,m
Jean Doumanian,f
John Gilbert,m
Sally Menke,f
Mark Rosenthal,m
Adam Greenberg,m
David S. Goyer,m
Carlo Rambaldi,m
Rick Yorn,m
Domenic Silvestri,m
Mayne Berke,m
Oxide Pang Chun,m
Linda Del Rosario,f
Todd Phillips,m
Robert Leighton,m
Jon Turteltaub,m
Kim Coleman,f
Robert Simonds,m
Frank S. Nugent,m
Peter Deming,m
Catherine Leterrier,f
Brian Tufano,m
Richard Rich,m
Debra Neil-Fisher,f
Michael Kamen,m
Marcus Miller,m
Didier Bourdon,m
Stanley Donen,m
William Fay,m
Eric Weiler,m
John Lasseter,m
Kôji Endô,m
Víctor García,m
Bruce Berman,m
Rogier Stoffers,m
Tom Rolf,m
Allen Covert,m
Frank Griebe,m
Mel Brooks,m
Ron Howard,m
Christopher B. Landon,m
John W. Corso,m
Peter R. Adam,m
David Pupkewitz,m
David Crockett,m
Alain Attal,m
Danny DeVito,m
Robert Lord,m
Robert Lorenz,m
Jacob Rupp,m
Gloria Gresham,f
Jay Rabinowitz,m
Kevin Smith,m
Jefferson Richard,m
Graham Chapman,m
Werner Herzog,m
Remi Adefarasin,m
Xavier Dolan,m
Dave Jordan,m
Mary Vernieu,f
Lisa Love,f
Philip H. Lathrop,m
Terri Taylor,f
James Lyons,m
Barry Bernardi,m
Allison Estrin,f
Paco Plaza,m
Anders Thomas Jensen,m
Lewis Newman,m
Matthew F. Leonetti,m
Bernard Herrmann,m
Stuart Craig,m
Jim Malone,m
Bonnie Cashin,f
Anne Ross,f
Chris Blunden,m
Chad Oman,m
Jon Poll,m
Broderick Johnson,m
Henry Mancini,m
Rasmus Heisterberg,m
Clint Eastwood,m
Todd Hallowell,m
Bruno Rubeo,m
Sergio Amidei,m
Michel Hazanavicius,m
Warren Beatty,m
Ram Bergman,m
Richard A. Wright,m
Nicole Abellera,f
Steven Reuther,m
Herbie Hancock,m
David Zippel,m
Kelly Reichardt,f
Mario Kassar,m
Allen Hughes,m
Whit Stillman,m
Jeffrey Allard,m
M. Night Shyamalan,m
John Bloom,m
Larry Bock,m
Kathy Driscoll,f
Mary Lambert,f
Stephen King,m
Philip Ivey,m
Barbet Schroeder,m
Lance Gewer,m
Paul Attanasio,m
Vanessa Coifman,f
Bill Butler,m
Sidney Kimmel,m
Marion Dougherty,f
Jean Girault,m
Fred Cavayé,m
Patrick Hughes,m
Terence Marsh,m
Peter Biziou,m
Victor Hurwitz,m
Stephen Sommers,m
Iain Smith,m
Masahiro Hirakubo,m
Glen MacPherson,m
Jeph Loeb,m
Kevin Reher,m
Scott Steindorff,m
Ford Wheeler,m
Michael P. Flannigan,m
Ray Fisher,m
Warren Lynch,m
Jerry Goldsmith,m
Johnathan Dorfman,m
Jim Clark,m
Michel Colombier,m
M. Night Shyamalan,m
Ashley Tisdale,f
Gene Ruggiero,m
Ron Clements,m
Tom Warren,m
Mary Parent,f
Masashi Kishimoto,m
Michael Berk,m
Marlene Stewart,f
Peter Murton,m
Yaron Levy,m
Stephen Kazmierski,m
Phil Hay,m
Dan Weil,m
Dean Riesner,m
Zev Foreman,m
Elizabeth A. Bell,f
Joel Thurm,m
Randall Emmett,m
Michael Levy,m
Jeffrey Clifford,m
Patricia McCorkle,f
Larry Fessenden,m
Stephen Evans,m
Clem Beauchamp,m
Antonia Barnard,f
David C. Robinson,m
Greg Johnson,m
John Rusk,m
Barbara Boyle,f
Peter Sohn,m
Doug Huszti,m
Mark Gordon,m
Laura Ziskin,f
Susan E. Morse,f
Tim McCanlies,m
Bruce Cannon,m
Peter Strickland,m
John Irving,m
Sarah Schultz,f
Mark Mothersbaugh,m
Robin Williams,m
Richard Eyre,m
James Hegedus,m
Alan Zweibel,m
Anatole Dauman,m
Michael Suby,m
Robert Rodriguez,m
Steven Shainberg,m
Debra Zane,f
Dean Semler,m
Walter Wanger,m
Bruce Cohen,m
Robert Burks,m
Jonathan Glickman,m
Volker Schlöndorff,m
Jack Ketchum,m
Pierce Brosnan,m
Anatole Dauman,m
George Huang,m
Andrew Panay,m
Todd Robinson,m
Ronald Shusett,m
Daniel Gerson,m
Armen Minasian,m
Maria Caso,f
William Yeh,m
John Lounsbery,m
Elizabeth Avellan,f
Dan Kuenster,m
Jean-Marie Poiré,m
Eric Red,m
Carolyn Cartwright,f
Tom Rosenberg,m
Holger Gross,m
Jill Quertier,f
Peter Bogdanovich,m
Benoît Poelvoorde,m
Woody Allen,m
"Émile Zola",m
Sean Bailey,m
Michelle Verdi,f
Louis Malle,m
Peter Hyams,m
Craig Robinson,m
Kate Dowd,f
Ted Kotcheff,m
Jennie Muskett,f
Evan Goldberg,m
Martin Scorsese,m
Jay Cassidy,m
Lynzee Klingman,f
Paul Cameron,m
Heidi Levitt,f
Drew Kunin,m
Jun'ichi Kikuchi,m
Bill Bannerman,m
Tim Zinnemann,m
Julian Fellowes,m
Emma E. Hickox,f
Neil Spisak,m
Danny Dimbort,m
Hugo Gélin,m
Mario Ventenilla,m
Edgar J. Scherick,m
Jaume Balagueró,m
Jackie Burch,f
Howard Shore,m
Aaron Sorkin,m
Jules Verne,m
Woody Allen,m
Anton Corbijn,m
Marc Rosenberg,m
James McQuaide,m
James Wilson,m
André Bonzel,m
Patrick Wachsberger,m
Howard Ashman,m
John Clifford,m
Tobe Hooper,m
Thomas A. Bliss,m
Amanda Brown,f
Carlos Cuarón,m
Adam Cooper,m
Nicolas Cage,m
John Boorman,m
Howard Atherton,m
Quentin Tarantino,m
Jorge Guerricaechevarría,m
Emanuel Michael,m
Greg Silverman,m
Broderick Johnson,m
Oliver Stapleton,m
Marc Shaiman,m
Andrzej Bartkowiak,m
Lindsay Graham,f
Tom Vaughan,m
David Rapaport,m
Allison Estrin,f
Steve Conrad,m
Fred Gipson,m
Ivan Goff,m
Ron Howard,m
James Whitaker,m
Jo Heim,m
Maxime Alexandre,m
Tommy Staub,m
George Stevens,m
Amir Mokri,m
Charles Mulvehill,m
Aaron Blaise,m
Bobby Mackston,m
Barry Opper,m
T.K. Kirkpatrick,m
Ben Cosgrove,m
Marco Mak Chi-Sin,m
Ron Fortunato,m
Alexandre Desplat,m
Pierce Gardner,m
Susan Johnson,f
Denise Di Novi,f
David Steven Cohen,m
Andrew Mogel,m
Luis Sequeira,m
Francine Maisler,f
Lauren Montgomery,f
Gurinder Chadha,f
Scott Abbott,m
Tim Suhrstedt,m
Ruggero Deodato,m
Jane Jenkins,f
Robert D. Yeoman,m
Randall Jahnson,m
Jeremiah Samuels,m
Rob Zombie,m
Richard Vane,m
Zareh Nalbandian,m
Tadeo Villalba,m
Hervé de Luze,m
Ronald Harwood,m
Danny DeVito,m
Francine Maisler,f
Bruce Cannon,m
Jennifer Roth,f
David Giler,m
Robert Ortiz,m
Jason Kliot,m
Brian Lynch,m
Vincente Minnelli,m
Xavier Dolan,m
James Horner,m
Joyce King,f
Bo Zenga,m
Pamela Gray,f
Cameron Crowe,m
Letitia Ghenea,f
Rodney Charters,m
Barbara Tulliver,f
Brent White,m
Martin Bregman,m
Robby Müller,m
Lilly Kilvert,f
Douglas Aibel,m
Joel Coen,m
Mark Scruton,m
Ve Neill,f
Brian Grazer,m
Victor Hadida,m
Sheila Haley,f
John Hardy,m
David Ronn,m
Kelly Wagner,f
Neil LaBute,m
Timur Bekmambetov,m
Natalie Richards,f
Ellen Lewis,f
Stephen Sondheim,m
Ronald M. Bozman,m
Hirokazu Koreeda,m
Erwin Stoff,m
Richard S. Wright,m
Rand Ravich,m
James Wan,m
Hayden Schlossberg,m
Jean Girault,m
Alan Bennett,m
Michael O'Connor,m
Ray Harryhausen,m
Lori Mazuer,f
Armyan Bernstein,m
Gregory Nicotero,m
Barbara Cohen,f
Paris Barclay,m
Toby Young,m
Terry Hayes,m
Jonathan Penner,m
Katia Dottori,f
Sherry Hormann,f
Mark Tarlov,m
Trevor Short,m
Tim Bevan,m
Guy McElwaine,m
Leslie Dilley,m
Bruce Surtees,m
Charlie Chaplin,m
Louise Frogley,f
Lisa Coleman,f
Branko Lustig,m
Shinji Higuchi,m
Marc Klein,m
Lynn Stalmaster,m
John Halas,m
George Furla,m
Tom Warren,m
Ken Adam,m
Michael Polaire,m
Kenneth Lonergan,m
John Swihart,m
Lisa Mae Fincannon,f
Luc Dardenne,m
Steven Rogers,m
Julia Heron,f
Peter Buchman,m
Michael N. Knue,m
Donald Halliday,m
David L. Bushell,m
Elia Cmiral,m
Michael R. Joyce,m
Joshua Astrachan,m
John W. Rutland,m
Jean-Pierre Jeunet,m
Paul Trijbits,m
E.K. Gaylord II,m
Henry Braham,m
Santiago Segura,m
Carter Burwell,m
Letty Aronson,f
Jerry Goldsmith,m
Andrew Lockington,m
Stephen J. Rivele,m
George Tomasini,m
F.W. Murnau,m
John Thompson,m
Dr. Seuss,m
William Shakespeare,m
Peter C. Frank,m
John Wilson,m
James Krieg,m
Tom Heller,m
Peter Locke,m
Paul Parmar,m
Gus Van Sant,m
Michael Schiffer,m
